Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Flórez, J.C., Murillo Rendón, S., Restrepo de Mejía, F., Segura Giraldo, B.","57204070967;54412836100;57195319734;35109751200;","Intelligent hybrid approach for computer-aided diagnosis of Mild Cognitive Impairment",2018,"Communications in Computer and Information Science","885",,,"498","511",,,"10.1007/978-3-319-98998-3_38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054401196&doi=10.1007%2f978-3-319-98998-3_38&partnerID=40&md5=e3f7331e528033b77bba0a36cadb1e15",Conference Paper,"Final",,Scopus,2-s2.0-85054401196
"Pellegrini, E., Ballerini, L., Hernandez, M.D.C.V., Chappell, F.M., González-Castro, V., Anblagan, D., Danso, S., Muñoz-Maniega, S., Job, D., Pernet, C., Mair, G., MacGillivray, T.J., Trucco, E., Wardlaw, J.M.","55662337800;7005287589;56200460600;8318678100;14055994700;55783412100;24491686100;23036018100;57203868245;16070297800;23088923200;16175633600;57201786780;57203071701;","Machine learning of neuroimaging for assisted diagnosis of cognitive impairment and dementia: A systematic review",2018,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring","10",,,"519","535",,3,"10.1016/j.dadm.2018.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055131811&doi=10.1016%2fj.dadm.2018.07.004&partnerID=40&md5=db3122073fb7ece207098dd582844b2c",Article,"Final",Open Access,Scopus,2-s2.0-85055131811
"Shmulev, Y., Belyaev, M.","57204062295;57196947665;","Predicting conversion of mild cognitive impairments to alzheimer’s disease and exploring impact of neuroimaging",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11044 LNCS",,,"83","91",,,"10.1007/978-3-030-00689-1_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054419130&doi=10.1007%2f978-3-030-00689-1_9&partnerID=40&md5=29c83e2a17912e5b62e35a7335233150",Conference Paper,"Final",,Scopus,2-s2.0-85054419130
"Tóth, L., Hoffmann, I., Gosztolya, G., Vincze, V., Szatlóczki, G., Bánréti, Z., Pákáski, M., Kálmán, J.","7202858542;15748365600;6507643621;25121628100;55633447000;36600067600;6603871359;57204667775;","A speech recognition-based solution for the automatic detection of mild cognitive impairment from spontaneous speech",2018,"Current Alzheimer Research","15","2",,"130","138",,10,"10.2174/1567205014666171121114930","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042561221&doi=10.2174%2f1567205014666171121114930&partnerID=40&md5=7d39fafdd50cf9b1fea7ccbc21ef0647",Article,"Final",,Scopus,2-s2.0-85042561221
"Grassi, M., Loewenstein, D.A., Caldirola, D., Schruers, K., Duara, R., Perna, G.","57205377253;7004255253;6701712249;7004118960;7005297173;57204261713;","A clinically-translatable machine learning algorithm for the prediction of Alzheimer's disease conversion: Further evidence of its accuracy via a transfer learning approach",2018,"International Psychogeriatrics",,,,"","",,,"10.1017/S1041610218001618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056607977&doi=10.1017%2fS1041610218001618&partnerID=40&md5=779545d7be080b9025eec1cb6c167876",Article in Press,"Article in Press",,Scopus,2-s2.0-85056607977
"Liu, X., Chen, K., Wu, T., Weidman, D., Lure, F., Li, J.","57197830458;7410238086;12239783200;57150798000;6603285466;37081011600;","ADMultiImg: A novel missing modality transfer learning based CAD system for diagnosis of MCI due to AD using incomplete multi-modality imaging data",2018,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE","10575",, 105750I,"","",,,"10.1117/12.2293698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046269705&doi=10.1117%2f12.2293698&partnerID=40&md5=37fc2d9fc741a7ad2adf35f076b2c7d2",Conference Paper,"Final",,Scopus,2-s2.0-85046269705
"Rhodius-Meester, H.F.M., Liedes, H., Koikkalainen, J., Wolfsgruber, S., Coll-Padros, N., Kornhuber, J., Peters, O., Jessen, F., Kleineidam, L., Molinuevo, J.L., Rami, L., Teunissen, C.E., Barkhof, F., Sikkes, S.A.M., Wesselman, L.M.P., Slot, R.E.R., Verfaillie, S.C.J., Scheltens, P., Tijms, B.M., Lötjönen, J., van der Flier, W.M.","37034767600;57204656153;6603098087;55082129700;57193502204;7007179429;57204202580;7006672877;56568371300;6701588028;6506466700;55846145600;57204594265;22035912000;57193525614;57193170023;55237599500;57204745168;57204782423;8324761200;57204743974;","Computer-assisted prediction of clinical progression in the earliest stages of AD",2018,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring","10",,,"726","736",,1,"10.1016/j.dadm.2018.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056565151&doi=10.1016%2fj.dadm.2018.09.001&partnerID=40&md5=196e2e6d9db4516e7b8645f8af8a4a54",Article,"Final",Open Access,Scopus,2-s2.0-85056565151
"Tang, H., Yao, E., Tan, G., Guo, X.","57207896235;13609889800;8937504000;57202921746;","A fast and accurate 3D fine-tuning convolutional neural network for alzheimer’s disease diagnosis",2018,"Communications in Computer and Information Science","888",,,"115","126",,,"10.1007/978-981-13-2122-1_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052083063&doi=10.1007%2f978-981-13-2122-1_9&partnerID=40&md5=4ca35d1b0cd642fb5064a95d5185b015",Conference Paper,"Final",,Scopus,2-s2.0-85052083063
"Grassi, M., Perna, G., Caldirola, D., Schruers, K., Duara, R., Loewenstein, D.A.","57205377253;57204261713;6701712249;7004118960;7005297173;7004255253;","A clinically-translatable machine learning algorithm for the prediction of Alzheimer's disease conversion in individuals with mild and premild cognitive impairment",2018,"Journal of Alzheimer's Disease","61","4",,"1555","1573",,1,"10.3233/JAD-170547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048149697&doi=10.3233%2fJAD-170547&partnerID=40&md5=5d6b64169f32f9a204cbfd0905140dfa",Article,"Final",,Scopus,2-s2.0-85048149697
"Lin, M., Gong, P., Yang, T., Ye, J., Albin, R.L., Dodge, H.H.","57200611156;41961123700;57201327994;57203332833;25947991200;7006183742;","Big Data Analytical Approaches to the NACC Dataset: Aiding Preclinical Trial Enrichment",2018,"Alzheimer Disease and Associated Disorders","32","1",,"18","27",,1,"10.1097/WAD.0000000000000228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044323568&doi=10.1097%2fWAD.0000000000000228&partnerID=40&md5=ccd2fec4fb346e0f6ec2209d5149961e",Article,"Final",,Scopus,2-s2.0-85044323568
"Valladares-Rodriguez, S., Pérez-Rodriguez, R., Fernandez-Iglesias, J.M., Anido-Rifón, L.E., Facal, D., Rivas-Costa, C.","55820886200;35146270000;57203982475;9270485500;10539614800;55821309200;","Learning to Detect Cognitive Impairment through Digital Games and Machine Learning Techniques",2018,"Methods of Information in Medicine","57","4",,"197","207",,1,"10.3414/ME17-02-0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053880125&doi=10.3414%2fME17-02-0011&partnerID=40&md5=07683b1d849836abb80f23b7e752787c",Article,"Final",,Scopus,2-s2.0-85053880125
"Fasano, F., Mitolo, M., Gardini, S., Venneri, A., Caffarra, P., Pazzaglia, F.","6603470860;55655267600;8541535500;7004430967;7003351095;6701770951;","Combining structural magnetic resonance imaging and visuospatial tests to classify mild cognitive impairment",2018,"Current Alzheimer Research","15","3",,"235","244",,1,"10.2174/1567205014666171030112339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042777519&doi=10.2174%2f1567205014666171030112339&partnerID=40&md5=336267e6a484d8bec0d24141e65c36e9",Article,"Final",,Scopus,2-s2.0-85042777519
"Li, Y., Yang, H., Lei, B., Liu, J., Wee, C.","57207041686;57192089154;26422280400;57195733695;7003756944;","Novel Effective Connectivity Inference Using Ultra-Group Constrained Orthogonal Forward Regression and Elastic Multilayer Perceptron Classifier for MCI Identification",2018,"IEEE Transactions on Medical Imaging",,,,"","",,,"10.1109/TMI.2018.2882189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057169676&doi=10.1109%2fTMI.2018.2882189&partnerID=40&md5=6b08c5d9fae7fa114f13c154173b591f",Article in Press,"Article in Press",,Scopus,2-s2.0-85057169676
"Sun, C., Zhang, M., Zuo, M.","55477867200;57204732723;23391425500;","Does ad-context matter on the effectiveness of online advertising?",2018,"Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE","2018-July",,,"439","444",,,"10.18293/SEKE2018-144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056813702&doi=10.18293%2fSEKE2018-144&partnerID=40&md5=d63112b228ea167d67d944c41a63d967",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85056813702
"Klöppel, S., Kotschi, M., Peter, J., Egger, K., Hausner, L., Frölich, L., Förster, A., Heimbach, B., Normann, C., Vach, W., Urbach, H., Abdulkadir, A.","23100462800;57205668824;55640171500;7003900536;55695799800;56820309600;24068789000;6508286043;7003857437;7006001218;35472628600;42760899800;","Separating Symptomatic Alzheimer's Disease from Depression based on Structural MRI",2018,"Journal of Alzheimer's disease : JAD","63","1",,"353","363",,,"10.3233/JAD-170964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061030281&doi=10.3233%2fJAD-170964&partnerID=40&md5=75ed4e57c989d713cbd96a3290941e23",Article,"Final",Open Access,Scopus,2-s2.0-85061030281
"Raeper, R., Lisowska, A., Rekik, I.","57203241204;57195634321;55546384900;","Joint correlational and discriminative ensemble classifier learning for dementia stratification using shallow brain multiplexes",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11070 LNCS",,,"599","607",,,"10.1007/978-3-030-00928-1_68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054091968&doi=10.1007%2f978-3-030-00928-1_68&partnerID=40&md5=fff9a2663a37e58fcf04be56e907ab3a",Conference Paper,"Final",,Scopus,2-s2.0-85054091968
"Wegmayr, V., Aitharaju, S., Buhmann, J.","57189759644;57201851140;7004241909;","Classification of brain MRI with big data and deep 3D convolutional neural networks",2018,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE","10575",, 105751S,"","",,,"10.1117/12.2293719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046293861&doi=10.1117%2f12.2293719&partnerID=40&md5=e8e4ebbda86158ffe0e473508a1370c9",Conference Paper,"Final",,Scopus,2-s2.0-85046293861
"Dalboni da Rocha, J.L., Coutinho, G., Bramati, I., Moll, F.T., Sitaram, R.","55944485700;23488699000;6508119287;56644155400;15835525200;","Multilevel diffusion tensor imaging classification technique for characterizing neurobehavioral disorders",2018,"Brain Imaging and Behavior",,,,"","",,,"10.1007/s11682-018-0002-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058009971&doi=10.1007%2fs11682-018-0002-2&partnerID=40&md5=e75d9db4ad696ff3ed372fb227b19c8d",Article in Press,"Article in Press",,Scopus,2-s2.0-85058009971
"Mateos-Pérez, J.M., Dadar, M., Lacalle-Aurioles, M., Iturria-Medina, Y., Zeighami, Y., Evans, A.C.","42961978600;56054568800;55644315500;16506904600;56192590900;7404362358;","Structural neuroimaging as clinical predictor: A review of machine learning applications",2018,"NeuroImage: Clinical","20",,,"506","522",,1,"10.1016/j.nicl.2018.08.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051801709&doi=10.1016%2fj.nicl.2018.08.019&partnerID=40&md5=d9857ca1ae2391d60eee13d8a23b6832",Review,"Final",Open Access,Scopus,2-s2.0-85051801709
"Sabbagh, R., Ameri, F.","57193714420;12544631000;","Supplier clustering based on unstructured manufacturing capability data",2018,"Proceedings of the ASME Design Engineering Technical Conference","1B-2018",,,"","",,,"10.1115/DETC201885865","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056898741&doi=10.1115%2fDETC201885865&partnerID=40&md5=39a7f00689a7cd6d0036a1f5b290b5af",Conference Paper,"Final",,Scopus,2-s2.0-85056898741
"Shi, J., Zheng, X., Li, Y., Zhang, Q., Ying, S.","7404495816;57190219047;55900053900;56841055400;24451523300;","Multimodal Neuroimaging Feature Learning with Multimodal Stacked Deep Polynomial Networks for Diagnosis of Alzheimer's Disease",2018,"IEEE Journal of Biomedical and Health Informatics","22","1", 7827160,"173","183",,31,"10.1109/JBHI.2017.2655720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040340661&doi=10.1109%2fJBHI.2017.2655720&partnerID=40&md5=2cced6c4ac248474cb9bbfbdc0ba2de2",Article,"Final",,Scopus,2-s2.0-85040340661
"Treviso, M.V., Aluísio, S.M.","57194682222;55942544500;","Sentence Segmentation and Disfluency Detection in Narrative Transcripts from Neuropsychological Tests",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11122 LNAI",,,"409","418",,,"10.1007/978-3-319-99722-3_41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053938825&doi=10.1007%2f978-3-319-99722-3_41&partnerID=40&md5=4e1766e98c50bef2a73097a805501b8f",Conference Paper,"Final",,Scopus,2-s2.0-85053938825
"López-De-Ipiña, K., Martinez-De-Lizarduy, U., Calvo, P.M., Mekyska, J., Beitia, B., Barroso, N., Estanga, A., Tainta, M., Ecay-Torres, M.","56263484400;56888713600;56513541100;35746344400;56433495500;23392059500;35199573400;24777334300;55765237800;","Advances on automatic speech analysis for early detection of alzheimer disease: A non-linear multi-task approach",2018,"Current Alzheimer Research","15","2",,"139","148",,7,"10.2174/1567205014666171120143800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042557141&doi=10.2174%2f1567205014666171120143800&partnerID=40&md5=ef13eda656195e18478270a3578f642d",Article,"Final",,Scopus,2-s2.0-85042557141
"Bruun, M., Rhodius-Meester, H.F.M., Koikkalainen, J., Baroni, M., Gjerum, L., Lemstra, A.W., Barkhof, F., Remes, A.M., Urhemaa, T., Tolonen, A., Rueckert, D., van Gils, M., Frederiksen, K.S., Waldemar, G., Scheltens, P., Mecocci, P., Soininen, H., Lötjönen, J., Hasselbalch, S.G., van der Flier, W.M.","55976125400;37034767600;6603098087;56704602300;57198431360;6603488459;7102989379;6603846847;55368951500;56178352400;7004895812;7004168933;39261216900;7006374342;7007073571;7006313835;57192384661;8324761200;7003306777;8548678900;","Evaluating combinations of diagnostic tests to discriminate different dementia types",2018,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring","10",,,"509","518",,3,"10.1016/j.dadm.2018.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054439727&doi=10.1016%2fj.dadm.2018.07.003&partnerID=40&md5=7102376eb8dde9b3f2e2ce164be69206",Article,"Final",Open Access,Scopus,2-s2.0-85054439727
"Zhang, D., Zu, C., Jie, B., Ye, T.","7405356869;55377165500;55443136600;56799882100;","Multi-modality feature learning in diagnoses of alzheimer’s disease",2018,"Intelligent Systems Reference Library","140",,,"3","30",,,"10.1007/978-3-319-68843-5_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040518699&doi=10.1007%2f978-3-319-68843-5_1&partnerID=40&md5=1ca46f0212b696745f0da373a86dc029",Book Chapter,"Final",,Scopus,2-s2.0-85040518699
[No author name available],[No author id available],"38th International Conference on Information Systems Architecture and Technology, ISAT 2017",2018,"Advances in Intelligent Systems and Computing","655",,,"1","355",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029534548&partnerID=40&md5=52c2b949e91e8c827e114c5897f80726",Conference Review,"Final",,Scopus,2-s2.0-85029534548
"Pérez-Cabello de Alba, M.B.","57206907658;","Semantic memory loss in Alzheimer’s disease: A linguistic approach [ПОТЕРЯ СЕМАНТИЧЕСКОЙ ПАМЯТИ ПРИ БОЛЕЗНИ АЛЬЦГЕЙМЕРА: ЛИНГВИСТИЧЕСКИЙ ПОДХОД]",2018,"Voprosy Kognitivnoy Lingvistiki",,"3",,"62","70",,,"10.20916/1812-3228-2018-3-62-70","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062112282&doi=10.20916%2f1812-3228-2018-3-62-70&partnerID=40&md5=4474834c8eff5b337d2d9a67b508ef01",Article,"Final",,Scopus,2-s2.0-85062112282
"Grießhaber, D., Vu, N.T., Maucher, J.","57204393716;35744252000;57205047318;","Low-resource text classification using domain-adversarial learning",2018,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11171 LNAI",,,"129","139",,,"10.1007/978-3-030-00810-9_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055427283&doi=10.1007%2f978-3-030-00810-9_12&partnerID=40&md5=b8cf672c2f06d663a6a2d94bff49ae4f",Conference Paper,"Final",,Scopus,2-s2.0-85055427283
"Lahmiri, S., Shmuel, A.","39061577500;6603034076;","Performance of machine learning methods applied to structural MRI and ADAS cognitive scores in diagnosing Alzheimer's disease",2018,"Biomedical Signal Processing and Control",,,,"","",,,"10.1016/j.bspc.2018.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056255690&doi=10.1016%2fj.bspc.2018.08.009&partnerID=40&md5=92443f06a591375c8b1d30030b300207",Article in Press,"Article in Press",,Scopus,2-s2.0-85056255690
"Wang, Q., Li, B.","57207456068;55904168700;","To disguise or to disclose? Effect of mimicking news articles on sponsored content engagement",2018,"International Conference on Information Systems 2018, ICIS 2018",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062491750&partnerID=40&md5=bf4a915daa24662ec96fcfcc79c81065",Conference Paper,"Final",,Scopus,2-s2.0-85062491750
"Hadjichrysanthou, C., Ower, A.K., De Wolf, F., Anderson, R.M.","36081764800;56047508800;7005022848;7408244444;","The development of a stochastic mathematical model of Alzheimer’s disease to help improve the design of clinical trials of potential treatments",2018,"PLoS ONE","13","1", e0190615,"","",,3,"10.1371/journal.pone.0190615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041208401&doi=10.1371%2fjournal.pone.0190615&partnerID=40&md5=6b27b14f8cd814c72ba062141cf0e361",Article,"Final",Open Access,Scopus,2-s2.0-85041208401
