Title,DOI
Spatial Distribution of Cerebral White Matter Lesions Predicts Progression to Mild Cognitive Impairment and Dementia,10.1371/journal.pone.0056972
Predicting AD Conversion: Comparison between Prodromal AD Guidelines and Computer Assisted PredictAD Tool,10.1371/journal.pone.0055246
Machine learning-based method for personalized and cost-effective detection of alzheimer's disease,10.1109/TBME.2012.2212278
Integrative EEG biomarkers predict progression to Alzheimer's disease at the MCI stage,10.3389/fnagi.2013.00058
Ensemble universum SVM learning for multimodal classification of Alzheimer's disease,10.1007/978-3-319-02267-3_29
Machine learning techniques for diagnostic differentiation of mild cognitive impairment and dementia,
Multi-task sparse classifier for diagnosis of MCI conversion to AD with longitudinal MR images,10.1007/978-3-319-02267-3_31
Multiple instance learning for classification of dementia in brain MRI.,
Neuroimaging-based biomarkers in psychiatry: Clinical opportunities of a paradigm shift,10.1177/070674371305800904
Unsupervised mining of activities for smart home prediction,10.1016/j.procs.2013.06.067
Binary classification of 18F-flutemetamol PET using machine learning: Comparison with visual reads and structural MRI,10.1016/j.neuroimage.2012.09.015
On the selection of non-invasive methods based on speech analysis oriented to automatic Alzheimer disease diagnosis,10.3390/s130506730
On Automatic Diagnosis of Alzheimer’s Disease Based on Spontaneous Speech Analysis and Emotional Temperature,10.1007/s12559-013-9229-9
Improved detection of amnestic MCI by means of discriminative vector quantization of single-trial cognitive ERP responses,10.1016/j.jneumeth.2012.10.014
Predicting cognitive data from medical images using sparse linear regression.,
Real-time bidding for online advertising: Measurement and analysis,10.1145/2501040.2501980
A text categorization method using extended vector space model by frequent term sets,
Feature-based selection of dependency paths in ad hoc information retrieval,
Development and application of a chinese webpage suicide information mining system (SIMS),
REEF: Retainable evaluator execution framework,10.14778/2536274.2536318
"15th International Conference on Human-Computer Interaction, HCI International 2013",
RUC @ INEX 2011 data-centric track,10.1007/978-3-642-35734-3_15
Predictive model for early detection of mild cognitive impairment and Alzheimer's disease,10.1007/978-1-4614-4133-5_4
A machine learning pipeline for three-way classification of Alzheimer patients from structural magnetic resonance images of the brain,10.1109/ICMLA.2012.42
"1st International Conference on Advanced Machine Learning Technologies and Applications, AMLTA 2012",
Applying cognitive principles of similarity to data integration - The case of SIAM,
Learning to refine an automatically extracted knowledge base using Markov logic,10.1109/ICDM.2012.156
A Double Layer Dementia Diagnosis System Using Machine Learning Techniques,10.1007/978-3-642-32909-8_41
"Artificial Intelligence for Gerontechnology - Papers from the AAAI Fall Symposium, Technical Report",
Probabilistic finite state machines for regression-based MT evaluation,
A knowledge-based approach to the configuration of business process model abstractions,
Concept-based document models using explicit semantic analysis,10.1109/GrC.2012.6468647
A high performance centroid-based classification approach for language identification,10.1016/j.patrec.2012.06.012
Combining DTI and MRI for the automated detection of Alzheimer's disease using a large European multicenter dataset,10.1007/978-3-642-33530-3_2
"Proceedings of the 2012 International Conference on Advances in Mobile Networks, Communication and Its Applications, MNCApps 2012",
Classification of Structural MRI Images in Alzheimer's Disease from the Perspective of Ill-Posed Problems,10.1371/journal.pone.0044877
Bayesian retrieval using a similarity-based lemmatizer,10.1142/S0218213012500248
Optimizing functional network representation of multivariate time series,10.1038/srep00630
Multi-source learning for joint analysis of incomplete multi-modality neuroimaging data,10.1145/2339530.2339710
Modeling disease progression via fused sparse group lasso,10.1145/2339530.2339702
Responsiveness and prognosis in the severe disorder of consciousness,
A pilot study of the telecare medical support system as an intervention in dementia care: The views and experiences of primary caregivers,10.1097/jnr.0b013e318263d916
"Advances in Computer Science, Engineering and Applications - Proceedings of the Second International Conference on Computer Science, Engineering and Applications, ICCSEA 2012",
"Advances in Computer Science, Engineering and Applications - Proceedings of the Second International Conference on Computer Science, Engineering and Applications, ICCSEA 2012",
AITION: A scalable platform for interactive data mining,10.1007/978-3-642-31235-9_51
Detecting anomalous spectrum usage in dynamic spectrum access networks,10.1016/j.adhoc.2011.04.003
Optimizing procurement decisions in networked virtual enterprises,10.4018/jdsst.2012070104
Automated cognome construction and semi-automated hypothesis generation,10.1016/j.jneumeth.2012.04.019
"2012 7th International Symposium on Health Informatics and Bioinformatics, HIBIT 2012",
Optimizing analytic data flows for multiple execution engines,10.1145/2213836.2213963
Sparse learning and stability selection for predicting MCI to AD conversion using baseline ADNI data,10.1186/1471-2377-12-46
Bayesian-based early detection of cognitive impairment in elderly using fNIRS signals during cognitive tests,
Creating a classification of image types in the medical literature for visual categorization,10.1117/12.911186
"Wired/Wireless Internet Communication - 10th International Conference, WWIC 2012, Proceedings",
Situation awareness issues in tactical cognitive radio,10.1109/CogSIMA.2012.6188398
"Targeted disambiguation of ad-hoc, homogeneous sets of named entities",10.1145/2187836.2187934
The SemSets model for ad-hoc semantic list search,10.1145/2187836.2187855
Nonlinear dimensionality reduction combining MR imaging with non-imaging information,10.1016/j.media.2011.12.003
Machine learning amplifies the effect of parental family history of Alzheimer's disease on list learning strategy,10.1017/S1355617711001834
Data mining for the analysis of hippocampal zones in Alzheimer's disease,10.1063/1.3678616
Software tool for improved prediction of Alzheimer's disease,10.1159/000332600
Does feature selection improve classification accuracy? Impact of sample size and feature selection on classification using anatomical magnetic resonance images,10.1016/j.neuroimage.2011.11.066
Using support vector machines with multiple indices of diffusion for automated classification of mild cognitive impairment,10.1371/journal.pone.0032441
Dynamic Bayesian network modeling for longitudinal brain morphometry,10.1016/j.neuroimage.2011.09.023
Plasma biomarkers of depressive symptoms in older adults,10.1038/tp.2011.63
Multi-modal multi-task learning for joint prediction of multiple regression and classification variables in Alzheimer's disease,10.1016/j.neuroimage.2011.09.069
Prediction of conversion from mild cognitive impairment to Alzheimer disease based on Bayesian data mining with ensemble learning,10.1177/197140091202500101
Bayesian classification of cognitive impairment using fNIRS measurement during cognitive tests,10.1527/tjsai.27.28
Bioprofile analysis: A new approach for the analysis of biomedical data in Alzheimer's disease,10.3233/JAD-2012-121024
Generative-discriminative basis learning for medical imaging,10.1109/TMI.2011.2162961
Tree-guided sparse coding for brain disease classification,
Towards a bilingual Alzheimer's disease terminology acquisition using a parallel corpus,10.3233/978-1-61499-101-4-179
Toward a brain-computer interface for Alzheimer's disease patients by combining classical conditioning and brain state classification,10.3233/JAD-2012-112129
Tensor query expansion: A cognitively motivated relevance model,
Principles of classification analyses in mild cognitive impairment (MCI) and Alzheimer disease,10.3233/978-1-60750-793-2-783
"Proceedings - 2011 IEEE International Workshop on Open-Source Software for Scientific Computation, OSSC-2011",
Interactions between patient and carers in an agentbased model of behavioural and psychological symptoms of dementia,
Decoding continuous variables from neuroimaging data: Basic and clinical applications,10.3389/fnins.2011.00075
Learning discriminative projections for text similarity measures,
"Data mining methods in the prediction of Dementia: A real-data comparison of the accuracy, sensitivity and specificity of linear discriminant analysis, logistic regression, neural networks, support vector machines, classification trees and random forests",10.1186/1756-0500-4-299
Structured sparsity in structured prediction,
Detecting cognitive impairment by eye movement analysis using automatic classification algorithms,10.1016/j.jneumeth.2011.06.027
"Workshop on Data Mining for Medicine and HealthCare, DMMH'11 - Held with the KDD Conference, the 17th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, KDD-2011",
An approach to cognitive assessment in smart home,10.1145/2023582.2023592
Integrating clinical decision support system development into a development process of clinical practice - Experiences from dementia care,10.1007/978-3-642-22218-4_17
