Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Early detection of cognitive impairment in the elderly based on Bayesian mining using speech prosody and cerebral blood flow activation.","/pubmed/24111060","Kato S, Endo H, Homma A, Sakuma T, Watanabe K.","Conf Proc IEEE Eng Med Biol Soc. 2013;2013:5813-6. doi: 10.1109/EMBC.2013.6610873.","Conf Proc IEEE Eng Med Biol Soc.  2013","PubMed","citation","PMID:24111060","pubmed","24111060","create date:2013/10/11 | first author:Kato S",
"Classification of Alzheimer's disease from FDG-PET images using favourite class ensembles.","/pubmed/24110229","Cabral C, Silveira M; Alzheimer’s Disease Neuroimaging Initiative..","Conf Proc IEEE Eng Med Biol Soc. 2013;2013:2477-80. doi: 10.1109/EMBC.2013.6610042.","Conf Proc IEEE Eng Med Biol Soc.  2013","PubMed","citation","PMID:24110229","pubmed","24110229","create date:2013/10/11 | first author:Cabral C",
"A prediction model for cognitive performance in health ageing using diffusion tensor imaging with graph theory.","/pubmed/24109740","Yun R, Lin CC, Wu S, Huang CC, Lin CP, Chao YP.","Conf Proc IEEE Eng Med Biol Soc. 2013;2013:527-30. doi: 10.1109/EMBC.2013.6609553.","Conf Proc IEEE Eng Med Biol Soc.  2013","PubMed","citation","PMID:24109740","pubmed","24109740","create date:2013/10/11 | first author:Yun R",
"Integration of network topological and connectivity properties for neuroimaging classification.","/pubmed/24108708","Jie B, Zhang D, Gao W, Wang Q, Wee CY, Shen D.","IEEE Trans Biomed Eng. 2014 Feb;61(2):576-89.","IEEE Trans Biomed Eng.  2014","PubMed","citation","PMID:24108708 | PMCID:PMC4106141","pubmed","24108708","create date:2013/10/11 | first author:Jie B",
"Integrative EEG biomarkers predict progression to Alzheimer's disease at the MCI stage.","/pubmed/24106478","Poil SS, de Haan W, van der Flier WM, Mansvelder HD, Scheltens P, Linkenkaer-Hansen K.","Front Aging Neurosci. 2013 Oct 3;5:58. doi: 10.3389/fnagi.2013.00058. eCollection 2013.","Front Aging Neurosci.  2013","PubMed","citation","PMID:24106478 | PMCID:PMC3789214","pubmed","24106478","create date:2013/10/10 | first author:Poil SS",
"Serum folate, homocysteine, brain atrophy, and auto-CM system: The Treviso Dementia (TREDEM) study.","/pubmed/24028866","Gallucci M, Zanardo A, Bendini M, Di Paola F, Boldrini P, Grossi E.","J Alzheimers Dis. 2014;38(3):581-7. doi: 10.3233/JAD-130956.","J Alzheimers Dis.  2014","PubMed","citation","PMID:24028866","pubmed","24028866","create date:2013/09/14 | first author:Gallucci M",
"Automated assessment of cognitive health using smart home technologies.","/pubmed/23949177","Dawadi PN, Cook DJ, Schmitter-Edgecombe M, Parsey C.","Technol Health Care. 2013;21(4):323-43. doi: 10.3233/THC-130734.","Technol Health Care.  2013","PubMed","citation","PMID:23949177 | PMCID:PMC4143248","pubmed","23949177","create date:2013/08/21 | first author:Dawadi PN",
"'HypothesisFinder:' a strategy for the detection of speculative statements in scientific text.","/pubmed/23935466","Malhotra A, Younesi E, Gurulingappa H, Hofmann-Apitius M.","PLoS Comput Biol. 2013;9(7):e1003117. doi: 10.1371/journal.pcbi.1003117. Epub 2013 Jul 25.","PLoS Comput Biol.  2013","PubMed","citation","PMID:23935466 | PMCID:PMC3723489","pubmed","23935466","create date:2013/08/13 | first author:Malhotra A",
"New tools for the investigations of Neuro-AIDS at a molecular level: The potential role of data-mining.","/pubmed/23904745","Orlando B, Giacomelli L, Chiappelli F, Barkhordarian A.","Bioinformation. 2013 Jul 12;9(12):656-8. doi: 10.6026/97320630009656. Print 2013.","Bioinformation.  2013","PubMed","citation","PMID:23904745 | PMCID:PMC3725009","pubmed","23904745","create date:2013/08/02 | first author:Orlando B",
"The utility of data-driven feature selection: re: Chu et al. 2012.","/pubmed/23891886","Kerr WT, Douglas PK, Anderson A, Cohen MS.","Neuroimage. 2014 Jan 1;84:1107-10. doi: 10.1016/j.neuroimage.2013.07.050. Epub 2013 Jul 25.","Neuroimage.  2014","PubMed","citation","PMID:23891886 | PMCID:PMC4251655","pubmed","23891886","create date:2013/07/31 | first author:Kerr WT",
"How early can we predict Alzheimer's disease using computational anatomy?","/pubmed/23890839","Adaszewski S, Dukart J, Kherif F, Frackowiak R, Draganski B; Alzheimer's Disease Neuroimaging Initiative..","Neurobiol Aging. 2013 Dec;34(12):2815-26. doi: 10.1016/j.neurobiolaging.2013.06.015. Epub 2013 Jul 26.","Neurobiol Aging.  2013","PubMed","citation","PMID:23890839","pubmed","23890839","create date:2013/07/31 | first author:Adaszewski S",
"Machine learning approaches to diagnosis and laterality effects in semantic dementia discourse.","/pubmed/23876449","Garrard P, Rentoumi V, Gesierich B, Miller B, Gorno-Tempini ML.","Cortex. 2014 Jun;55:122-9. doi: 10.1016/j.cortex.2013.05.008. Epub 2013 Jun 14.","Cortex.  2014","PubMed","citation","PMID:23876449 | PMCID:PMC4072460","pubmed","23876449","create date:2013/07/24 | first author:Garrard P",
"Locally linear embedding (LLE) for MRI based Alzheimer's disease classification.","/pubmed/23792982","Liu X, Tosun D, Weiner MW, Schuff N; Alzheimer's Disease Neuroimaging Initiative..","Neuroimage. 2013 Dec;83:148-57. doi: 10.1016/j.neuroimage.2013.06.033. Epub 2013 Jun 21.","Neuroimage.  2013","PubMed","citation","PMID:23792982 | PMCID:PMC3815961","pubmed","23792982","create date:2013/06/25 | first author:Liu X",
"Discrimination between Alzheimer's disease and mild cognitive impairment using SOM and PSO-SVM.","/pubmed/23737859","Yang ST, Lee JD, Chang TC, Huang CH, Wang JJ, Hsu WC, Chan HL, Wai YY, Li KY.","Comput Math Methods Med. 2013;2013:253670. doi: 10.1155/2013/253670. Epub 2013 May 7.","Comput Math Methods Med.  2013","PubMed","citation","PMID:23737859 | PMCID:PMC3662202","pubmed","23737859","create date:2013/06/06 | first author:Yang ST",
"Automatic system testing of a decision support system for insulin dosing using Google Android.","/pubmed/23542995","Spat S, Höll B, Petritsch G, Schaupp L, Beck P, Pieber TR.","Stud Health Technol Inform. 2013;186:187-91.","Stud Health Technol Inform.  2013","PubMed","citation","PMID:23542995","pubmed","23542995","create date:2013/04/02 | first author:Spat S",
"Spatial distribution of cerebral white matter lesions predicts progression to mild cognitive impairment and dementia.","/pubmed/23457645","Mortamais M, Reynes C, Brickman AM, Provenzano FA, Muraskin J, Portet F, Berr C, Touchon J, Bonafé A, le Bars E, Maller JJ, Meslin C, Sabatier R, Ritchie K, Artero S.","PLoS One. 2013;8(2):e56972. doi: 10.1371/journal.pone.0056972. Epub 2013 Feb 14.","PLoS One.  2013","PubMed","citation","PMID:23457645 | PMCID:PMC3572965","pubmed","23457645","create date:2013/03/05 | first author:Mortamais M",
"Predicting AD conversion: comparison between prodromal AD guidelines and computer assisted PredictAD tool.","/pubmed/23424625","Liu Y, Mattila J, Ruiz MÁ, Paajanen T, Koikkalainen J, van Gils M, Herukka SK, Waldemar G, Lötjönen J, Soininen H; Alzheimer's Disease Neuroimaging Initiative..","PLoS One. 2013;8(2):e55246. doi: 10.1371/journal.pone.0055246. Epub 2013 Feb 12.","PLoS One.  2013","PubMed","citation","PMID:23424625 | PMCID:PMC3570420","pubmed","23424625","create date:2013/02/21 | first author:Liu Y",
"Identification of mild Alzheimer's disease through automated classification of structural MRI features.","/pubmed/23365920","Diciotti S, Ginestroni A, Bessi V, Giannelli M, Tessa C, Bracco L, Mascalchi M, Toschi N.","Conf Proc IEEE Eng Med Biol Soc. 2012;2012:428-31. doi: 10.1109/EMBC.2012.6345959.","Conf Proc IEEE Eng Med Biol Soc.  2012","PubMed","citation","PMID:23365920","pubmed","23365920","create date:2013/02/01 | first author:Diciotti S",
"Sequential projection-based metacognitive learning in a radial basis function network for classification problems.","/pubmed/24808275","Babu GS, Suresh S.","IEEE Trans Neural Netw Learn Syst. 2013 Feb;24(2):194-206. doi: 10.1109/TNNLS.2012.2226748.","IEEE Trans Neural Netw Learn Syst.  2013","PubMed","citation","PMID:24808275","pubmed","24808275","create date:2013/02/01 | first author:Babu GS",
"Automated classification of primary progressive aphasia subtypes from narrative speech transcripts.","/pubmed/23332818","Fraser KC, Meltzer JA, Graham NL, Leonard C, Hirst G, Black SE, Rochon E.","Cortex. 2014 Jun;55:43-60. doi: 10.1016/j.cortex.2012.12.006. Epub 2012 Dec 21.","Cortex.  2014","PubMed","citation","PMID:23332818","pubmed","23332818","create date:2013/01/22 | first author:Fraser KC",
"Lexical concept distribution reflects clinical practice.","/pubmed/23304273","Breydo E, Shubina M, Shalaby JW, Einbinder JS, Turchin A.","AMIA Annu Symp Proc. 2012;2012:61-6. Epub 2012 Nov 3.","AMIA Annu Symp Proc.  2012","PubMed","citation","PMID:23304273 | PMCID:PMC3540521","pubmed","23304273","create date:2013/01/11 | first author:Breydo E",
"Tree-guided sparse coding for brain disease classification.","/pubmed/23286136","Liu M, Zhang D, Yap PT, Shen D.","Med Image Comput Comput Assist Interv. 2012;15(Pt 3):239-47.","Med Image Comput Comput Assist Interv.  2012","PubMed","citation","PMID:23286136 | PMCID:PMC3607941","pubmed","23286136","create date:2013/01/05 | first author:Liu M",
"Identification of a strategic brain network underlying processing speed deficits in vascular cognitive impairment.","/pubmed/23153965","Duering M, Gonik M, Malik R, Zieren N, Reyes S, Jouvent E, Hervé D, Gschwendtner A, Opherk C, Chabriat H, Dichgans M.","Neuroimage. 2013 Feb 1;66:177-83. doi: 10.1016/j.neuroimage.2012.10.084. Epub 2012 Nov 13.","Neuroimage.  2013","PubMed","citation","PMID:23153965","pubmed","23153965","create date:2012/11/17 | first author:Duering M",
"Improved detection of amnestic MCI by means of discriminative vector quantization of single-trial cognitive ERP responses.","/pubmed/23147007","Laskaris NA, Tarnanas I, Tsolaki MN, Vlaikidis N, Karlovasitou AK.","J Neurosci Methods. 2013 Jan 30;212(2):344-54. doi: 10.1016/j.jneumeth.2012.10.014. Epub 2012 Nov 9.","J Neurosci Methods.  2013","PubMed","citation","PMID:23147007","pubmed","23147007","create date:2012/11/14 | first author:Laskaris NA",
"A system for the extraction and representation of summary of product characteristics content.","/pubmed/23085139","Rubrichi S, Quaglini S, Spengler A, Russo P, Gallinari P.","Artif Intell Med. 2013 Feb;57(2):145-54. doi: 10.1016/j.artmed.2012.08.004. Epub 2012 Oct 22.","Artif Intell Med.  2013","PubMed","citation","PMID:23085139","pubmed","23085139","create date:2012/10/23 | first author:Rubrichi S",
"Binary classification of ¹⁸F-flutemetamol PET using machine learning: comparison with visual reads and structural MRI.","/pubmed/22982358","Vandenberghe R, Nelissen N, Salmon E, Ivanoiu A, Hasselbalch S, Andersen A, Korner A, Minthon L, Brooks DJ, Van Laere K, Dupont P.","Neuroimage. 2013 Jan 1;64:517-25. doi: 10.1016/j.neuroimage.2012.09.015. Epub 2012 Sep 14.","Neuroimage.  2013","PubMed","citation","PMID:22982358","pubmed","22982358","create date:2012/09/18 | first author:Vandenberghe R",
"Optimizing functional network representation of multivariate time series.","/pubmed/22953051","Zanin M, Sousa P, Papo D, Bajo R, García-Prieto J, del Pozo F, Menasalvas E, Boccaletti S.","Sci Rep. 2012;2:630. doi: 10.1038/srep00630. Epub 2012 Sep 5.","Sci Rep.  2012","PubMed","citation","PMID:22953051 | PMCID:PMC3433690","pubmed","22953051","create date:2012/09/07 | first author:Zanin M",
"Machine learning-based method for personalized and cost-effective detection of Alzheimer's disease.","/pubmed/22893371","Escudero J, Ifeachor E, Zajicek JP, Green C, Shearer J, Pearson S; Alzheimer's Disease Neuroimaging Initiative..","IEEE Trans Biomed Eng. 2013 Jan;60(1):164-8. doi: 10.1109/TBME.2012.2212278. Epub 2012 Aug 8.","IEEE Trans Biomed Eng.  2013","PubMed","citation","PMID:22893371","pubmed","22893371","create date:2012/08/16 | first author:Escudero J",
"Using support vector machines with multiple indices of diffusion for automated classification of mild cognitive impairment.","/pubmed/22384251","O'Dwyer L, Lamberton F, Bokde AL, Ewers M, Faluyi YO, Tanner C, Mazoyer B, O'Neill D, Bartley M, Collins DR, Coughlan T, Prvulovic D, Hampel H.","PLoS One. 2012;7(2):e32441. doi: 10.1371/journal.pone.0032441. Epub 2012 Feb 23.","PLoS One.  2012","PubMed","citation","PMID:22384251 | PMCID:PMC3285682","pubmed","22384251","create date:2012/03/03 | first author:O'Dwyer L",
"Prediction of conversion from mild cognitive impairment to Alzheimer disease based on bayesian data mining with ensemble learning.","/pubmed/24028870","Chen R, Young K, Chao LL, Miller B, Yaffe K, Weiner MW, Herskovits EH.","Neuroradiol J. 2012 Mar;25(1):5-16. Epub 2012 Mar 1.","Neuroradiol J.  2012","PubMed","citation","PMID:24028870","pubmed","24028870","create date:2012/03/01 | first author:Chen R",
"Machine learning amplifies the effect of parental family history of Alzheimer's disease on list learning strategy.","/pubmed/22321601","Chang TS, Coen MH, La Rue A, Jonaitis E, Koscik RL, Hermann B, Sager MA.","J Int Neuropsychol Soc. 2012 May;18(3):428-39. doi: 10.1017/S1355617711001834. Epub 2012 Feb 10.","J Int Neuropsychol Soc.  2012","PubMed","citation","PMID:22321601 | PMCID:PMC3348337","pubmed","22321601","create date:2012/02/11 | first author:Chang TS",
"Machine Learning classification of MRI features of Alzheimer's disease and mild cognitive impairment subjects to reduce the sample size in clinical trials.","/pubmed/22256186","Escudero J, Zajicek JP, Ifeachor E; Alzheimer’s Disease Neuroimaging Initiative..","Conf Proc IEEE Eng Med Biol Soc. 2011;2011:7957-60. doi: 10.1109/IEMBS.2011.6091962.","Conf Proc IEEE Eng Med Biol Soc.  2011","PubMed","citation","PMID:22256186","pubmed","22256186","create date:2012/01/19 | first author:Escudero J",
"Does feature selection improve classification accuracy? Impact of sample size and feature selection on classification using anatomical magnetic resonance images.","/pubmed/22166797","Chu C, Hsu AL, Chou KH, Bandettini P, Lin C; Alzheimer's Disease Neuroimaging Initiative..","Neuroimage. 2012 Mar;60(1):59-70. doi: 10.1016/j.neuroimage.2011.11.066. Epub 2011 Dec 1.","Neuroimage.  2012","PubMed","citation","PMID:22166797","pubmed","22166797","create date:2011/12/15 | first author:Chu C",
"Software tool for improved prediction of Alzheimer's disease.","/pubmed/22156511","Soininen H, Mattila J, Koikkalainen J, van Gils M, Hviid Simonsen A, Waldemar G, Rueckert D, Thurfjell L, Lötjönen J; Alzheimer’s Disease Neuroimaging Initiative..","Neurodegener Dis. 2012;10(1-4):149-52. doi: 10.1159/000332600. Epub 2011 Dec 9.","Neurodegener Dis.  2012","PubMed","citation","PMID:22156511 | PMCID:PMC3363350","pubmed","22156511","create date:2011/12/14 | first author:Soininen H",
"Multi-modal multi-task learning for joint prediction of multiple regression and classification variables in Alzheimer's disease.","/pubmed/21992749","Zhang D, Shen D; Alzheimer's Disease Neuroimaging Initiative..","Neuroimage. 2012 Jan 16;59(2):895-907. doi: 10.1016/j.neuroimage.2011.09.069. Epub 2011 Oct 4. Erratum in: Neuroimage. 2012 Sep;62(3):2179. ","Neuroimage.  2012","PubMed","citation","PMID:21992749 | PMCID:PMC3230721","pubmed","21992749","create date:2011/10/14 | first author:Zhang D",
"Dynamic Bayesian network modeling for longitudinal brain morphometry.","/pubmed/21963916","Chen R, Resnick SM, Davatzikos C, Herskovits EH.","Neuroimage. 2012 Feb 1;59(3):2330-8. doi: 10.1016/j.neuroimage.2011.09.023. Epub 2011 Sep 22.","Neuroimage.  2012","PubMed","citation","PMID:21963916 | PMCID:PMC3254821","pubmed","21963916","create date:2011/10/04 | first author:Chen R",
"Data mining methods in the prediction of Dementia: A real-data comparison of the accuracy, sensitivity and specificity of linear discriminant analysis, logistic regression, neural networks, support vector machines, classification trees and random forests.","/pubmed/21849043","Maroco J, Silva D, Rodrigues A, Guerreiro M, Santana I, de Mendonça A.","BMC Res Notes. 2011 Aug 17;4:299. doi: 10.1186/1756-0500-4-299.","BMC Res Notes.  2011","PubMed","citation","PMID:21849043 | PMCID:PMC3180705","pubmed","21849043","create date:2011/08/19 | first author:Maroco J",
"Detecting cognitive impairment by eye movement analysis using automatic classification algorithms.","/pubmed/21801750","Lagun D, Manzanares C, Zola SM, Buffalo EA, Agichtein E.","J Neurosci Methods. 2011 Sep 30;201(1):196-203. doi: 10.1016/j.jneumeth.2011.06.027. Epub 2011 Jul 27.","J Neurosci Methods.  2011","PubMed","citation","PMID:21801750 | PMCID:PMC3403832","pubmed","21801750","create date:2011/08/02 | first author:Lagun D",
"Multiplexed immunoassay panel identifies novel CSF biomarkers for Alzheimer's disease diagnosis and prognosis.","/pubmed/21526197","Craig-Schapiro R, Kuhn M, Xiong C, Pickering EH, Liu J, Misko TP, Perrin RJ, Bales KR, Soares H, Fagan AM, Holtzman DM.","PLoS One. 2011 Apr 19;6(4):e18850. doi: 10.1371/journal.pone.0018850.","PLoS One.  2011","PubMed","citation","PMID:21526197 | PMCID:PMC3079734","pubmed","21526197","create date:2011/04/29 | first author:Craig-Schapiro R",
"Testing for spatial heterogeneity in functional MRI using the multivariate general linear model.","/pubmed/21324775","Leech R, Leech D.","IEEE Trans Med Imaging. 2011 Jun;30(6):1293-302. doi: 10.1109/TMI.2011.2114361. Epub 2011 Feb 14.","IEEE Trans Med Imaging.  2011","PubMed","citation","PMID:21324775","pubmed","21324775","create date:2011/02/18 | first author:Leech R",
"Automated hippocampal shape analysis predicts the onset of dementia in mild cognitive impairment.","/pubmed/21272654","Costafreda SG, Dinov ID, Tu Z, Shi Y, Liu CY, Kloszewska I, Mecocci P, Soininen H, Tsolaki M, Vellas B, Wahlund LO, Spenger C, Toga AW, Lovestone S, Simmons A.","Neuroimage. 2011 May 1;56(1):212-9. doi: 10.1016/j.neuroimage.2011.01.050. Epub 2011 Jan 25.","Neuroimage.  2011","PubMed","citation","PMID:21272654 | PMCID:PMC3066277","pubmed","21272654","create date:2011/01/29 | first author:Costafreda SG",
"Clinical decision trees for predicting conversion from cognitive impairment no dementia (CIND) to dementia in a longitudinal population-based study.","/pubmed/21147863","Ritchie LJ, Tuokko H.","Arch Clin Neuropsychol. 2011 Feb;26(1):16-25. doi: 10.1093/arclin/acq089. Epub 2010 Dec 8.","Arch Clin Neuropsychol.  2011","PubMed","citation","PMID:21147863","pubmed","21147863","create date:2010/12/15 | first author:Ritchie LJ",
"Predictive markers for AD in a multi-modality framework: an analysis of MCI progression in the ADNI population.","/pubmed/21146621","Hinrichs C, Singh V, Xu G, Johnson SC; Alzheimers Disease Neuroimaging Initiative..","Neuroimage. 2011 Mar 15;55(2):574-89. doi: 10.1016/j.neuroimage.2010.10.081. Epub 2010 Dec 10.","Neuroimage.  2011","PubMed","citation","PMID:21146621 | PMCID:PMC3035743","pubmed","21146621","create date:2010/12/15 | first author:Hinrichs C",
"Discovery and use of efficient biomarkers for objective disease state assessment in Alzheimer's disease.","/pubmed/21095977","van Gils M, Koikkalainen J, Mattila J, Herukka S, Lotjonen J, Soininen H.","Conf Proc IEEE Eng Med Biol Soc. 2010;2010:2886-9. doi: 10.1109/IEMBS.2010.5626311.","Conf Proc IEEE Eng Med Biol Soc.  2010","PubMed","citation","PMID:21095977","pubmed","21095977","create date:2010/11/26 | first author:van Gils M",
"Improving textual medication extraction using combined conditional random fields and rule-based systems.","/pubmed/20819860","Tikk D, Solt I.","J Am Med Inform Assoc. 2010 Sep-Oct;17(5):540-4. doi: 10.1136/jamia.2010.004119.","J Am Med Inform Assoc.  2010","PubMed","citation","PMID:20819860 | PMCID:PMC2995683","pubmed","20819860","create date:2010/09/08 | first author:Tikk D",
"Automatically extracting information needs from complex clinical questions.","/pubmed/20670693","Cao YG, Cimino JJ, Ely J, Yu H.","J Biomed Inform. 2010 Dec;43(6):962-71. doi: 10.1016/j.jbi.2010.07.007. Epub 2010 Jul 27.","J Biomed Inform.  2010","PubMed","citation","PMID:20670693 | PMCID:PMC2991382","pubmed","20670693","create date:2010/07/31 | first author:Cao YG",
"Boosting power for clinical trials using classifiers based on multiple biomarkers.","/pubmed/20541286","Kohannim O, Hua X, Hibar DP, Lee S, Chou YY, Toga AW, Jack CR Jr, Weiner MW, Thompson PM; Alzheimer's Disease Neuroimaging Initiative..","Neurobiol Aging. 2010 Aug;31(8):1429-42. doi: 10.1016/j.neurobiolaging.2010.04.022. Epub 2010 Jun 11.","Neurobiol Aging.  2010","PubMed","citation","PMID:20541286 | PMCID:PMC2903199","pubmed","20541286","create date:2010/06/15 | first author:Kohannim O",
"Predicting clinical scores from magnetic resonance scans in Alzheimer's disease.","/pubmed/20347044","Stonnington CM, Chu C, Klöppel S, Jack CR Jr, Ashburner J, Frackowiak RS; Alzheimer Disease Neuroimaging Initiative..","Neuroimage. 2010 Jul 15;51(4):1405-13. doi: 10.1016/j.neuroimage.2010.03.051. Epub 2010 Mar 25.","Neuroimage.  2010","PubMed","citation","PMID:20347044 | PMCID:PMC2871976","pubmed","20347044","create date:2010/03/30 | first author:Stonnington CM",
"Automated 3D mapping of baseline and 12-month associations between three verbal memory measures and hippocampal atrophy in 490 ADNI subjects.","/pubmed/20083211","Apostolova LG, Morra JH, Green AE, Hwang KS, Avedissian C, Woo E, Cummings JL, Toga AW, Jack CR Jr, Weiner MW, Thompson PM; Alzheimer's Disease Neuroimaging Initiative..","Neuroimage. 2010 May 15;51(1):488-99. doi: 10.1016/j.neuroimage.2009.12.125. Epub 2010 Jan 18.","Neuroimage.  2010","PubMed","citation","PMID:20083211 | PMCID:PMC2847034","pubmed","20083211","create date:2010/01/20 | first author:Apostolova LG",
"Automated detection of brain atrophy patterns based on MRI for the prediction of Alzheimer's disease.","/pubmed/19961938","Plant C, Teipel SJ, Oswald A, Böhm C, Meindl T, Mourao-Miranda J, Bokde AW, Hampel H, Ewers M.","Neuroimage. 2010 Mar;50(1):162-74. doi: 10.1016/j.neuroimage.2009.11.046. Epub 2009 Dec 2.","Neuroimage.  2010","PubMed","citation","PMID:19961938 | PMCID:PMC2838472","pubmed","19961938","create date:2009/12/08 | first author:Plant C",
"Automated identification of diagnosis and co-morbidity in clinical records.","/pubmed/19696949","Cano C, Blanco A, Peshkin L.","Methods Inf Med. 2009;48(6):546-51. doi: 10.3414/ME0615. Epub 2009 Aug 20.","Methods Inf Med.  2009","PubMed","citation","PMID:19696949","pubmed","19696949","create date:2009/08/22 | first author:Cano C",
"Spatially augmented LPboosting for AD classification with evaluations on the ADNI dataset.","/pubmed/19481161","Hinrichs C, Singh V, Mukherjee L, Xu G, Chung MK, Johnson SC; Alzheimer's Disease Neuroimaging Initiative..","Neuroimage. 2009 Oct 15;48(1):138-49. doi: 10.1016/j.neuroimage.2009.05.056. Epub 2009 May 27.","Neuroimage.  2009","PubMed","citation","PMID:19481161 | PMCID:PMC2773131","pubmed","19481161","create date:2009/06/02 | first author:Hinrichs C",
"Comparison of AdaBoost and support vector machines for detecting Alzheimer's disease through automated hippocampal segmentation.","/pubmed/19457748","Morra JH, Tu Z, Apostolova LG, Green AE, Toga AW, Thompson PM.","IEEE Trans Med Imaging. 2010 Jan;29(1):30-43. doi: 10.1109/TMI.2009.2021941. Epub 2009 May 19.","IEEE Trans Med Imaging.  2010","PubMed","citation","PMID:19457748 | PMCID:PMC2805054","pubmed","19457748","create date:2009/05/22 | first author:Morra JH",
"Comparison of information content of structured and narrative text data sources on the example of medication intensification.","/pubmed/19261947","Turchin A, Shubina M, Breydo E, Pendergrass ML, Einbinder JS.","J Am Med Inform Assoc. 2009 May-Jun;16(3):362-70. doi: 10.1197/jamia.M2777. Epub 2009 Mar 4.","J Am Med Inform Assoc.  2009","PubMed","citation","PMID:19261947 | PMCID:PMC2732236","pubmed","19261947","create date:2009/03/06 | first author:Turchin A",
"Use of synthesized data to support complex ad-hoc queries in an enterprise information warehouse: a diabetes use case.","/pubmed/18999014","Rogers P, Erdal S, Santangelo J, Liu J, Schuster D, Kamal J.","AMIA Annu Symp Proc. 2008 Nov 6:1029.","AMIA Annu Symp Proc.  2008","PubMed","citation","PMID:18999014","pubmed","18999014","create date:2008/11/13 | first author:Rogers P",
"Identification of documented medication non-adherence in physician notes.","/pubmed/18998827","Turchin A, Wheeler HI, Labreche M, Chu JT, Pendergrass ML, Einbinder JS.","AMIA Annu Symp Proc. 2008 Nov 6:732-6.","AMIA Annu Symp Proc.  2008","PubMed","citation","PMID:18998827 | PMCID:PMC2655985","pubmed","18998827","create date:2008/11/13 | first author:Turchin A",
"Automatic subcortical segmentation using a contextual model.","/pubmed/18979748","Morra JH, Tu Z, Apostolova LG, Green AE, Toga AW, Thompson PM.","Med Image Comput Comput Assist Interv. 2008;11(Pt 1):194-201.","Med Image Comput Comput Assist Interv.  2008","PubMed","citation","PMID:18979748","pubmed","18979748","create date:2008/11/05 | first author:Morra JH",
"Wanted: unique names for unique atom positions. PDB-wide analysis of diastereotopic atom names of small molecules containing diphosphate.","/pubmed/18793461","Bottoms CA, Xu D.","BMC Bioinformatics. 2008 Aug 12;9 Suppl 9:S16. doi: 10.1186/1471-2105-9-S9-S16.","BMC Bioinformatics.  2008","PubMed","citation","PMID:18793461 | PMCID:PMC2537567","pubmed","18793461","create date:2008/09/20 | first author:Bottoms CA",
"The SWAN biomedical discourse ontology.","/pubmed/18583197","Ciccarese P, Wu E, Wong G, Ocana M, Kinoshita J, Ruttenberg A, Clark T.","J Biomed Inform. 2008 Oct;41(5):739-51. doi: 10.1016/j.jbi.2008.04.010. Epub 2008 May 4.","J Biomed Inform.  2008","PubMed","citation","PMID:18583197 | PMCID:PMC4536833","pubmed","18583197","create date:2008/06/28 | first author:Ciccarese P",
"Multivariable network associated with cognitive decline and dementia.","/pubmed/18485535","Licastro F, Porcellini E, Chiappelli M, Forti P, Buscema M, Ravaglia G, Grossi E.","Neurobiol Aging. 2010 Feb;31(2):257-69. doi: 10.1016/j.neurobiolaging.2008.03.019.","Neurobiol Aging.  2010","PubMed","citation","PMID:18485535","pubmed","18485535","create date:2008/05/20 | first author:Licastro F",
"Can an EASYcare based dementia training programme improve diagnostic assessment and management of dementia by general practitioners and primary care nurses? The design of a randomised controlled trial.","/pubmed/18384675","Perry M, Drasković I, van Achterberg T, Borm GF, van Eijken MI, Lucassen P, Vernooij-Dassen MJ, Olde Rikkert MG.","BMC Health Serv Res. 2008 Apr 2;8:71. doi: 10.1186/1472-6963-8-71.","BMC Health Serv Res.  2008","PubMed","citation","PMID:18384675 | PMCID:PMC2391160","pubmed","18384675","create date:2008/04/04 | first author:Perry M",
"Towards ontology-driven navigation of the lipid bibliosphere.","/pubmed/18315858","Baker CJ, Kanagasabai R, Ang WT, Veeramani A, Low HS, Wenk MR.","BMC Bioinformatics. 2008;9 Suppl 1:S5. doi: 10.1186/1471-2105-9-S1-S5.","BMC Bioinformatics.  2008","PubMed","citation","PMID:18315858 | PMCID:PMC2259406","pubmed","18315858","create date:2008/03/20 | first author:Baker CJ",
"Structuring of free-text diagnostic report.","/pubmed/17911801","Fujii H, Yamagishi H, Ando Y, Tsukamoto N, Kawaguchi O, Kasamatsu T, Kurosaki K, Osada M, Kaneko H, Kubo A.","Stud Health Technol Inform. 2007;129(Pt 1):669-73.","Stud Health Technol Inform.  2007","PubMed","citation","PMID:17911801","pubmed","17911801","create date:2007/10/04 | first author:Fujii H",
"Prospective recruitment of patients with congestive heart failure using an ad-hoc binary classifier.","/pubmed/15797003","Pakhomov SV, Buntrock J, Chute CG.","J Biomed Inform. 2005 Apr;38(2):145-53.","J Biomed Inform.  2005","PubMed","citation","PMID:15797003","pubmed","15797003","create date:2005/03/31 | first author:Pakhomov SV",
"Clinical decision support system in dementia care.","/pubmed/15460757","Lindgren H, Eklund P, Eriksson S.","Stud Health Technol Inform. 2002;90:568-71.","Stud Health Technol Inform.  2002","PubMed","citation","PMID:15460757","pubmed","15460757","create date:2004/10/06 | first author:Lindgren H",
